original.names,new.name,short.name,description,original.variables,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,suspected.but.untestable.dependencies,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.variable.conditioned,first.priority.variable.if.merged,second.priority.variable.if.merged,third.priority.variable.if.merged,fourth.priority.variable.if.merged,recode.operation.Rcode,original.levels,new.levels,recode.pattern,domain
autotyp_MaximallyInflectedVerbInflectionAndAgreementCountsByPosition_InflectionMarkersAtInCount,rec_a_autotyp_MaximallyInflectedVerbInflectionAndAgreementCountsByPosition_InflectionMarkersAtInCount,TLI0843,Are there any infixes in verb inflection and agreement?,FALSE,TRUE,TRUE,D-AUTOTYPMOD-05,,,,isolating/affixing,recode group 1 (simple recode),none,,,,,,,1 0;2 3;3 2;4 1;5 ?,no infixes in verb inflection and agreement;infixes in verb inflection and agreement;?,1-2/3/4-5,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionAndAgreementCountsByPosition_InflectionMarkersAtSplitCount,rec_a_autotyp_MaximallyInflectedVerbInflectionAndAgreementCountsByPosition_InflectionMarkersAtSplitCount,TLI0844,Are there any split markers in verb inflection and agreement?,FALSE,TRUE,TRUE,D-AUTOTYPMOD-06,,,,isolating/affixing,recode group 1 (simple recode),none,,,,,,,1 0;2 1;3 2;4 3;5 5;6 ?,no split markers in verb inflection and agreement;split markers in verb inflection and agreement;?,1-2/3/4/5-6,Morphosyntax
autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbInflectionMaxFormativeCount,rec_a_autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbInflectionMaxFormativeCount,TLI0845,How many formatives occur on the maximally inflected verb (binned variable based on frequency counts)?,FALSE,TRUE,TRUE,D-AUTOTYPMOD-07,D-POV-052;S-SYN-02-O;S-SYN-02-C;S-SYN-03;S-SAP-60;S-TAME-60,,,isolating/affixing,recode group 1 (simple recode),none,,,,,,,1 0;2 1;3 2;4 3;5 4;6 5;7 6;8 7;9 8;10 9;11 10;12 11;13 12;14 13;15 14;16 15;17 16;18 18;19 19;20 ?,0-2;3-8;9+;?,1/2/3-4/5/6/7/8/9-10/11/12/13/14/15/16/17/18/19-20,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_PredicateClassesCount,rec_a_autotyp_PredicateClassesSemanticsPerLanguage_PredicateClassesCount,TLI0846,"How many non-default predicate classes are there, if there are non-default predicate classes?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-30,,,,,recode group 1 (simple recode),if there are non-default predicate classes (by design),,,,,,,1 1;2 2;3 3;4 4;5 5;6 6;7 7;8 8;9 9;10 12;11 13;12 14;13 15;14 16;15 26;16 38;17 ?,1;2;some (3-8);many (9+);?,1-2-3/4/5/6/7/8-9/10/11/12/13/14/15/16-17,Morphosyntax
WALS_108A Antipassive Constructions,rec_a_WALS_108A,TLI0847,Are there antipassive constructions?,FALSE,TRUE,TRUE,D-WALSMOD-30,D-U100LGAC-09,,,,recode group 1 (simple recode),none,,,,,,,1 No antipassive;2 Implicit patient;3 Oblique patient;4 ?,FALSE;TRUE;?,1-2/3-4,Morphosyntax
WALS_41A Distance Contrasts in Demonstratives,rec_a_WALS_41A,TLI0848,How many distance contrasts do demonstratives have?,FALSE,TRUE,TRUE,D-WALSMOD-10,,,,,recode group 1 (simple recode),if demonstratives present (implicit),,,,,,,1 No distance contrast;2 Two-way contrast;3 Three-way contrast;4 Four-way contrast;5 Five (or more)-way contrast;6 ?,none;2;3;4 or more;?,1-2-3-4/5-6,Morphosyntax
WALS_45A Politeness Distinctions in Pronouns,rec_a_WALS_45A,TLI0849,Are there politeness distinctions in second person pronouns?,FALSE,TRUE,TRUE,D-WALSMOD-09,S-HON-1,,,,recode group 1 (simple recode),none,,,,,,,1 No politeness distinction;2 Binary politeness distinction;3 Multiple politeness distinctions;4 Pronouns avoided for politeness;5 ?,no distinction;distinction;pronouns avoided for politeness;?,1-2/3-4-5,Morphosyntax
WALS_56A Conjunctions and Universal Quantifiers,rec_a_WALS_56A,TLI0850,Are conjunctions and universal quantifiers formally different or formally similar?,FALSE,TRUE,TRUE,D-WALSMOD-25,,,,,recode group 1 (simple recode),none,,,,,,,"1 Formally different;2 Formally similar, with interrogative;3 Formally similar, without interrogative;4 ?",formally different;formally similar;?,1-2/3-4,Morphosyntax
WALS_58B Number of Possessive Nouns,rec_a_WALS_58B,TLI0851,Are there possessive nouns?,FALSE,TRUE,FALSE,D-WALSMOD-03;S-ALI-2,,,,,recode group 1 (simple recode),none,,,,,,,1 None reported;2 Two to four;3 Five or more;4 One;5 ?,absent;present;?,1-2/3/4-5,Morphosyntax
"WALS_60A Genitives, Adjectives and Relative Clauses",rec_a_WALS_60A,TLI0852,"How differentiated are genitives, adjectives and relative clauses?",FALSE,TRUE,TRUE,D-WALSMOD-33,,,,,recode group 1 (simple recode),none,,,,,,,1 Weakly differentiated;2 Genitives and adjectives collapsed;3 Genitives and relative clauses collapsed;4 Adjectives and relative clauses collapsed;5 Moderately differentiated in other ways;6 Highly differentiated;7 ?,Weakly differentiated;Moderately differentiated;Highly differentiated;?,1-2/3/4/5-6-7,Morphosyntax
WALS_61A Adjectives without Nouns,rec_a_WALS_61A,TLI0853,Can adjectives occur in the noun phrase without nouns?,FALSE,TRUE,TRUE,D-WALSMOD-32,,,,,recode group 1 (simple recode),none,,,,,,,1 Not without noun;2 Without marking;3 Marked by prefix;4 Marked by suffix;5 Marked by preceding word;6 Marked by following word;7 Marked by mixed or other strategies;8 ?,"no;yes, without marking;yes, with marking;?",1-2-3/4/5/6/7-8,Morphosyntax
WALS_74A Situational Possibility,rec_a_WALS_74A,TLI0854,Can situational possibility be marked by affixes on verbs?,FALSE,TRUE,FALSE,D-WALSMOD-19;S-SIP-01,S-SIP-02-O;S-SIP-03-O,,,,recode group 1 (simple recode),none,,,,,,,1 Affixes on verbs;2 Verbal constructions;3 Other kinds of markers;4 ?,affixes on verbs possible;affixes on verbs not possible;?,1-2/3-4,Morphosyntax
WALS_75A Epistemic Possibility,rec_a_WALS_75A,TLI0855,Can epistemic possibility be expressed with verbal constructions?,FALSE,TRUE,TRUE,D-WALSMOD-20,,,,,recode group 1 (simple recode),none,,,,,,,1 Verbal constructions;2 Affixes on verbs;3 Other;4 ?,verbal constructions possible;verbal constructions not possible;?,1-2/3-4,Morphosyntax
WALS_79B Suppletion in Imperatives and Hortatives,rec_a_WALS_79B,TLI0856,Is there suppletion in imperatives and/or hortatives?,FALSE,TRUE,TRUE,D-WALSMOD-18,S-TAME-25-O;S-TAME-25-C,,S-TAME-25-C,fusional/agglutinative,recode group 1 (simple recode),none,,,,,,,1 A regular and a suppletive form alternate;2 Hortative;3 Imperative;4 Imperative and Hortative;5 None (= no suppletive imperatives reported in the reference material);6 ?,FALSE;TRUE;?,5-1/2/3/4-6,Morphosyntax
WALS_80A Verbal Number and Suppletion,rec_a_WALS_80A,TLI0857,Is there verbal number?,FALSE,TRUE,TRUE,D-WALSMOD-16,S-SAP-02,,,,recode group 1 (simple recode),none,,,,,,,"1 None;2 Singular-plural pairs, no suppletion;3 Singular-plural pairs, suppletion;4 Singular-dual-plural triples, no suppletion;5 Singular-dual-plural triples, suppletion;6 ?",FALSE;TRUE;?,1-2/3/4/5-6,Morphosyntax
WALS_58B Number of Possessive Nouns,rec_aC_WALS_58B,TLI0858,"Are there possessive nouns, if there are inalienable classes?",FALSE,FALSE,TRUE,S-ALI-2,,,,,recode group 11 (simple recode - simple conditioning),if inalienable classes present,o_autotyp_Alienability_NPHasInalienableClasses == true,,,,,,1 None reported;2 Two to four;3 Five or more;4 One;5 ?,absent;present;?,1-2/3/4-5,Morphosyntax
WALS_74A Situational Possibility,rec_aC_WALS_74A,TLI0859,"Can situational possibility be marked by affixes on verbs, if morphologcial tense-aspect inflection is present?",FALSE,FALSE,TRUE,S-SIP-01,S-SIP-02-C;S-SIP-03-C,,,,recode group 11 (simple recode - simple conditioning),if morphological tense-aspect inflection present,rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE,,,,,,1 Affixes on verbs;2 Verbal constructions;3 Other kinds of markers;4 ?,affixes on verbs possible;affixes on verbs not possible;?,1-2/3-4,Morphosyntax
WALS_131A Numeral Bases,rec_ae_WALS_131A,TLI0860,What type of numeral base system is there?,FALSE,TRUE,TRUE,D-EXMIX-21,,,,,recode group 1 (simple recode),none,,,,,,,1 Decimal;2 Hybrid vigesimal-decimal;3 Pure vigesimal;4 Other base;5 Extended body-part system;6 Restricted;7 ?,decimal;vigesimal;extended body-part system;restricted;?,1-2/3-5-6-4/7,Morphosyntax
WALS_143B Obligatory Double Negation,rec_ae_WALS_143B,TLI0861,"How is double negation expressed, if there is obligatory double negation?",FALSE,TRUE,TRUE,D-WALSMOD-02,,,,,recode group 14 (simple recode - simple conditioning [conditioned variable]),if obligatory double negation present,rec_dca_WALS_143A_4 == TRUE,,,,,,1 NegVNeg;2 Neg[V-Neg];3 [Neg-V]Neg;4 [Neg-V-Neg];5 Negative tone & VNeg;6 Negative tone & [Neg-V];7 NegNegV;8 Neg[Neg-V];9 VNegNeg;10 Type 1 / Type 2;11 Type 1 / Type 3;12 Type 1 / Type 5;13 Type 1 / Type 7;14 Type 1 / Type 9;15 Type 2 / Type 4;16 ObligDoubleNeg&OptTripleNeg;17 ?,circumverbal;with tone;morphemes on same side of verb;?,1/2/3/4/10/11/15-5/6-7/8/9-12/13/14/16/17,Morphosyntax
"WALS_84A Order of Object, Oblique, and Verb",rec_ae_WALS_84A,TLI0862,What is the basic order between oblique and the verb?,FALSE,TRUE,FALSE,D-WALSMOD-12;S-WOO-17,S-WOO-18-O,,,,recode group 1 (simple recode),none,,,,,,,1 VOX;2 XVO;3 XOV;4 OXV;5 OVX;6 No dominant order;7 ?,VX;XV;?,1/5-2/3/4-6/7,Morphosyntax
WALS_90A Order of Relative Clause and Noun,rec_ae_WALS_90A,TLI0863,What is the basic order of the relative clause and the noun?,FALSE,TRUE,FALSE,D-EXMIX-14;S-WOO-30,S-WOO-06-O;S-WOO-09;D-U100LGAC-16;D-POV-040;S-WOO-22-O,,,,recode group 1 (simple recode),none,,,,,,,1 Noun-Relative clause;2 Relative clause-Noun;3 Internally headed;4 Correlative;5 Adjoined;6 Doubly headed;7 Mixed;8 ?,prenominal;postnominal;circumnominal;adjoined;?,1-2-3/4/6-5-7/8,Morphosyntax
WALS_94A Order of Adverbial Subordinator and Clause,rec_ae_WALS_94A,TLI0864,What is the order of the subordinating adverb and the subordinated clause?,FALSE,TRUE,FALSE,D-EXMIX-18;S-WOO-16,,,,,recode group 1 (simple recode),none,,,,,,,1 Initial subordinator word;2 Final subordinator word;3 Internal subordinator word;4 Subordinating suffix;5 Mixed;6 ?,initial;final;internal;?,1-2/4-3-5/6,Morphosyntax
"WALS_84A Order of Object, Oblique, and Verb",rec_aeC_WALS_84A,TLI0865,"What is the basic order between oblique and the verb, if standard word order is not VO?",FALSE,FALSE,TRUE,S-WOO-17,S-WOO-18-C,,S-WOO-18-C,word order,recode group 11 (simple recode - simple conditioning),if word order not VO,"rec_ma+autotyp_ClauseWordOrder_WordOrderAPVBasicLex+autotyp_ClauseWordOrder_WordOrderAPVLexFlexible+WALS_81A %in% sov, osv, ovs, word order free",,,,,,1 VOX;2 XVO;3 XOV;4 OXV;5 OVX;6 No dominant order;7 ?,VX;XV;?,1/5-2/3/4-6/7,Morphosyntax
WALS_90A Order of Relative Clause and Noun,rec_aeC_WALS_90A,TLI0866,"What is the basic order of the relative clause and the noun, if basic word order is not VO?",FALSE,FALSE,TRUE,S-WOO-30,S-WOO-06-C;S-WOO-22-C,S-WOO-06-C,,word order,recode group 11 (simple recode - simple conditioning),if word order not VO,"rec_ma+autotyp_ClauseWordOrder_WordOrderAPVBasicLex+autotyp_ClauseWordOrder_WordOrderAPVLexFlexible+WALS_81A %in% osv, ovs, sov, word order free",,,,,,1 Noun-Relative clause;2 Relative clause-Noun;3 Internally headed;4 Correlative;5 Adjoined;6 Doubly headed;7 Mixed;8 ?,prenominal;postnominal;circumnominal;adjoined;?,1-2-3/4/6-5-7/8,Morphosyntax
WALS_94A Order of Adverbial Subordinator and Clause,rec_aeC_WALS_94A,TLI0867,"What is the order of the subordinating adverb and the subordinated clause, if word order is not verb-initial?",FALSE,FALSE,TRUE,S-WOO-16,,,,word order,recode group 11 (simple recode - simple conditioning),if word order not verb-initial,"rec_ma+autotyp_ClauseWordOrder_WordOrderAPVBasicLex+autotyp_ClauseWordOrder_WordOrderAPVLexFlexible+WALS_81A !%in% vos, vso",,,,,,1 Initial subordinator word;2 Final subordinator word;3 Internal subordinator word;4 Subordinating suffix;5 Mixed;6 ?,initial;final;internal;?,1-2/4-3-5/6,Morphosyntax
autotyp_Alienability_NPHasBoundNouns,rec_c_autotyp_Alienability_NPHasBoundNouns,TLI0868,"Are there bound nouns, if there are inalienable classes?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-03,S-ALI-3;D-U100LGAC-01,,,,recode group 5 (simple conditioning),if inalienable classes present,o_autotyp_Alienability_NPHasInalienableClasses == true,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForAgreement,rec_c_autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForAgreement,TLI0869,"Are there category conditioned splits for agreement, if there is verb agreement?",FALSE,TRUE,FALSE,D-AUTOTYPMOD-17;S-TAME-23,S-ALIGN-10,,,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForMarkerAgreement,rec_c_autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForMarkerAgreement,TLI0870,"Are there category conditioned splits for marker agreement, if there is verb agreement?",FALSE,TRUE,FALSE,D-AUTOTYPMOD-17;S-TAME-22;S-ALIGN-10,S-ALIGN-08,,,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_AlignmentForDefaultPredicatesPerLanguage_HasReferenceConditionedSplitsForMarkerAgreement,rec_c_autotyp_AlignmentForDefaultPredicatesPerLanguage_HasReferenceConditionedSplitsForMarkerAgreement,TLI0871,"Are there reference conditioned splits for marker agreement, if there is verb agreement?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-17,S-ALIGN-08,,,alignment,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_Clusivity_ClusivityType,rec_c_autotyp_Clusivity_ClusivityType,TLI0872,"What type of clusivity system is there, if clusivity is present?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-08,D-POV-063,,,,recode group 11 (simple recode - simple conditioning),if clusivity present,rec_ma+autotyp_Clusivity_HasClusivity+WALS_39A+WALS_40A == TRUE,,,,,,1 no i/e;2 plain i/e type;3 excl as person type;4 min/aug type;5 ?,plain-i/e;excl-as-person;min/aug;NA;?,2-3-4-1-5,Morphosyntax
autotyp_LocusOfMarkingPerLanguage_HasDependentMarkingForA,rec_C_autotyp_LocusOfMarkingPerLanguage_HasDependentMarkingForA,TLI0873,"Is there dependent marking for A, if there is dependent marking for P?",FALSE,FALSE,TRUE,S-LOM-17,S-LOM-01-C;S-LOM-08-C;S-LOM-15-C,S-LOM-01-C;S-LOM-15-C,,head/dependent marking,recode group 5 (simple conditioning),if dependent marking for P present,o_autotyp_LocusOfMarkingPerLanguage_HasDependentMarkingForP == true,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForA,rec_c_autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForA,TLI0874,"Is there head marking for A, if there is any verb agreement?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-26,S-LOM-01-O;S-LOM-01-C;S-LOM-06;S-LOM-09,S-LOM-01-C,,head/dependent marking,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForP,rec_c_autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForP,TLI0875,"Is there head marking for P, if there is any verb agreement?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-27,S-LOM-02;S-LOM-10;S-LOM-09,S-LOM-02,,head/dependent marking,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForS,rec_c_autotyp_LocusOfMarkingPerLanguage_HasHeadMarkingForS,TLI0876,"Is there head marking for S, if there is any verb agreement?",FALSE,TRUE,FALSE,D-AUTOTYPMOD-28;S-LOM-06;S-LOM-10,S-LOM-05,,,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4_MarkerPositionBinned4ForADefault,rec_c_autotyp_MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4_MarkerPositionBinned4ForADefault,TLI0877,"What is the position for the agent argument in the fully inflected verb, if there is verb agreement?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-23,S-WOOAG-01a;S-WOOAG-01b,,,prefixing/suffixing,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 split;2 prae;3 post;4 in/simul;5 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4_MarkerPositionBinned4ForUDefault,rec_c_autotyp_MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4_MarkerPositionBinned4ForUDefault,TLI0878,"What is the position for the undergoer argument in the fully inflected verb, if there is verb agreement?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-23,S-WOOAG-02a;S-WOOAG-02b,,,prefixing/suffixing,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 split;2 prae;3 post;4 in/simul;5 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative,rec_c_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative,TLI0879,"Is there causative marking on the fully inflected verb, if there is valency marking on the fully inflected verb?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-18,D-POV-064,,,,recode group 5 (simple conditioning),if valency marking present,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood,rec_c_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood,TLI0880,"Can mood be marked alone on the fully inflected verb, if mood is marked on the fully inflected verb?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-09,D-POV-064,,,,recode group 5 (simple conditioning),if mood present on fully inflected verb,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryNumber,rec_C_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryNumber,TLI0881,"Is number coded on the fully inflected verb, if verb agreement is present?",FALSE,FALSE,TRUE,S-VIC-07,,,,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReferential,rec_C_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReferential,TLI0882,"Is referential coded on the fully inflected verb, if verb agreement is present?",FALSE,FALSE,TRUE,S-VIC-06,,,,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive,rec_c_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive,TLI0883,"Is there reflexive marking on the fully inflected verb, if there is valency marking on the fully inflected verb?",FALSE,TRUE,FALSE,D-AUTOTYPMOD-18;S-REF-01,D-POV-064;S-REF-02-O,,,,recode group 5 (simple conditioning),if valency marking present,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategorySwitchReference,rec_C_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategorySwitchReference,TLI0884,"Is switch-reference coded on the fully inflected verb, if verb agreement is present?",FALSE,FALSE,TRUE,S-VIC-09,S-VIC-10-C,,S-VIC-10-C,,recode group 5 (simple conditioning),if verb agreement present,rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence,rec_c_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence,TLI0885,"Is there valence marking on the fully inflected verb, if there is valency marking on the fully inflected verb?",FALSE,TRUE,TRUE,D-AUTOTYPMOD-18,D-POV-064,,,,recode group 5 (simple conditioning),if valency marking present,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice == TRUE,,,,,,1 true;2 false;3 ?,,,Morphosyntax
