"original.names","new.name","short.name","description","original.features","design.logical","design.logical.statistical","modification.IDs","associated.modification.IDs.without.resulting.action","known.remaining.dependencies.after.statistical.treatment","suspected.but.untestable.dependencies","networks.of.dependencies","recode.operation.type","condition.human.readable","condition.if.feature.conditioned","first.priority.feature.if.merged","second.priority.feature.if.merged","third.priority.feature.if.merged","fourth.priority.feature.if.merged","recode.operation.Rcode","original.states","new.states","recode.pattern","domain"
"WALS_5A Voicing and Gaps in Plosive Systems","rec_dae_WALS_5A_1","TLI0976","Is /p/ (or /p/ and /g/) missing from an otherwise complete plosive system (/ptkbdg/)?",FALSE,TRUE,TRUE,"D-DECOMP-67","","","","","recode group 1 (simple recode)","none","","","","","","","1 Missing /p/;2 Missing /g/;3 Both missing;4 None missing in /p t k b d g/;5 Other;6 ?","TRUE;FALSE;?","1/3-2/4-5/6","Phonology"
"WALS_5A Voicing and Gaps in Plosive Systems","rec_dae_WALS_5A_2","TLI0977","Is /g/ (or /p/ and /g/) missing from an otherwise complete plosive system (/ptkbdg/)?",FALSE,TRUE,TRUE,"D-DECOMP-67","","","","","recode group 1 (simple recode)","none","","","","","","","1 Missing /p/;2 Missing /g/;3 Both missing;4 None missing in /p t k b d g/;5 Other;6 ?","TRUE;FALSE;?","2/3-1/4-5/6","Phonology"
"WALS_88A Order of Demonstrative and Noun","rec_dae_WALS_88A_1","TLI0978","What is the basic order of the demonstrative and noun?",FALSE,TRUE,TRUE,"D-DECOMP-47","S-WOO-05;S-WOO-06-O;S-WOO-06-C","S-WOO-06-C","","word order","recode group 1 (simple recode)","none","","","","","","","1 Demonstrative-Noun;2 Noun-Demonstrative;3 Demonstrative prefix;4 Demonstrative suffix;5 Demonstrative before and after Noun;6 Mixed;7 ?","dem-noun;noun-dem;circum;?","1/3-2/4-5-6/7","Morphosyntax"
"WALS_88A Order of Demonstrative and Noun","rec_dae_WALS_88A_2","TLI0979","Are demonstratives expressed as words or affixes?",FALSE,TRUE,TRUE,"D-DECOMP-47","S-ART-3","","","isolating/affixing","recode group 1 (simple recode)","none","","","","","","","1 Demonstrative-Noun;2 Noun-Demonstrative;3 Demonstrative prefix;4 Demonstrative suffix;5 Demonstrative before and after Noun;6 Mixed;7 ?","demonstrative word;demonstrative affix;?","1/2-3/4-5/6/7","Morphosyntax"
"WALS_101A Expression of Pronominal Subjects","rec_dc_WALS_101A_2","TLI0980","Are pronominal subjects expressed as clitics or as affixes, if they are expressed morphologically and if verb agreement is present?",FALSE,TRUE,TRUE,"D-DECOMP-36","","","","","recode group 12 (simple recode - multiple conditioning)","if verb agreement present and if pronominal subjects expressed morphologically","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE & rec_da_WALS_101A_1 == clitics or affixes","","","","","","1 Obligatory pronouns in subject position;2 Subject affixes on verb;3 Subject clitics on variable host;4 Subject pronouns in different position;5 Optional pronouns in subject position;6 Mixed;7 ?","clitics;affixes;NA;?","2-3-1/4/5-6/7","Morphosyntax"
"WALS_101A Expression of Pronominal Subjects","rec_dc_WALS_101A_3","TLI0981","Are pronominal subjects obligatory or optional, if pronominal subjects are expressed as pronouns in subject position?",FALSE,TRUE,TRUE,"D-DECOMP-36","S-VIC-10-O;S-VIC-10-C;S-SAP-50","","S-VIC-10-C","","recode group 11 (simple recode - simple conditioning)","if pronominal subjects expressed as pronouns in subject position","rec_da_WALS_101A_1 == pronouns in subject position","","","","","","1 Obligatory pronouns in subject position;2 Subject affixes on verb;3 Subject clitics on variable host;4 Subject pronouns in different position;5 Optional pronouns in subject position;6 Mixed;7 ?","obligatory;optional;NA;?","1-5-2/3/4-6/7","Morphosyntax"
"WALS_112A Negative Morphemes","rec_dc_WALS_112A_2","TLI0982","Is negation marked by an auxiliary verb or a negative particle, if it is marked by a word?",FALSE,TRUE,TRUE,"D-DECOMP-15","S-NEG-03;S-NEG-04","S-NEG-03","","","recode group 11 (simple recode - simple conditioning)","if negative word present","rec_dma+WALS_112A+WALS_143A_1 == negative word","","","","","","1 Negative affix;2 Negative particle;3 Negative auxiliary verb;4 Negative word, unclear if verb or particle;5 Variation between negative word and affix;6 Double negation;7 ?","negative particle;negative auxiliary verb;NA;?","2-3-1-4/5/6/7","Morphosyntax"
"WALS_113A Symmetric and Asymmetric Standard Negation","rec_dc_WALS_113A_2","TLI0983","Is there partial or full asymmetric standard negation, if there is asymmetric standard negation?",FALSE,TRUE,TRUE,"D-DECOMP-09","","","","","recode group 11 (simple recode - simple conditioning)","if asymmetric standard negation present","rec_da_WALS_113A_1 == TRUE","","","","","","1 Symmetric;2 Asymmetric;3 Both;4 ?","TRUE;FALSE;?","1/3-2-4","Morphosyntax"
"WALS_13A Tone","rec_dc_WALS_13A_2","TLI0984","How complex is the tone system, if there is tone at all?",FALSE,TRUE,TRUE,"D-DECOMP-60","","","","","recode group 11 (simple recode - simple conditioning)","if tone present","rec_dma+WALS_13A+PHOIBLE_BAF_tone_presence_1 == TRUE","","","","","","1 No tones;2 Simple tone system;3 Complex tone system;4 ?","simple;complex;NA;?","2-3-1-4","Phonology"
"WALS_17A Rhythm Types","rec_dc_WALS_17A_2","TLI0985","Is there trochaic stress, if there is rhythmic stress at all?",FALSE,TRUE,TRUE,"D-DECOMP-02","S-PHO-30","S-PHO-30","","","recode group 11 (simple recode - simple conditioning)","if rhythmic stress present","rec_da_WALS_17A_1 == TRUE","","","","","","1 Trochaic;2 Iambic;3 Dual: both trochaic and iambic;4 Undetermined;5 No rhythmic stress;6 ?","TRUE;FALSE;NA;?","1/3-2-5-4/6","Phonology"
"WALS_17A Rhythm Types","rec_dc_WALS_17A_3","TLI0986","Is there iambic stress, if there is rhythmic stress at all?",FALSE,TRUE,TRUE,"D-DECOMP-02","S-PHO-30","S-PHO-30","","","recode group 11 (simple recode - simple conditioning)","if rhythmic stress present","rec_da_WALS_17A_1 == TRUE","","","","","","1 Trochaic;2 Iambic;3 Dual: both trochaic and iambic;4 Undetermined;5 No rhythmic stress;6 ?","TRUE;FALSE;NA;?","2/3-1-5-4/6","Phonology"
"WALS_27A Reduplication","rec_dc_WALS_27A_2","TLI0987","Is there full and partial or only full reduplication, if there is productive reduplication at all?",FALSE,TRUE,TRUE,"D-DECOMP-46","","","","","recode group 11 (simple recode - simple conditioning)","if productive reduplication present","rec_dma+WALS_27A+WALS_33A+WALS_54A_1 == TRUE","","","","","","1 Productive full and partial reduplication;2 Full reduplication only;3 No productive reduplication;4 ?","productive full and partial;only full reduplication;NA;?","1-2-3-4","Morphosyntax"
"WALS_43A Third Person Pronouns and Demonstratives","rec_dc_WALS_43A_2","TLI0988","How are stems of demonstratives and 3rd person pronouns related, if there is a relation?",FALSE,TRUE,TRUE,"D-DECOMP-28","","","","","recode group 11 (simple recode - simple conditioning)","if demonstratives and 3rd person pronouns related","rec_da_WALS_43A_1 == related","","","","","","1 Unrelated;2 Related for all demonstratives;3 Related to remote demonstratives;4 Related to non-remote demonstratives;5 Related by gender markers;6 Related for non-human reference;7 ?","Related for all demonstratives;Related to remote demonstratives;Related to non-remote demonstratives;Related by gender markers;Related for non-human reference;NA;?","2-3-4-5-6-1-7","Morphosyntax"
"WALS_64A Nominal and Verbal Conjunction","rec_dc_WALS_64A_2","TLI0989","Are nominal and verbal conjunction expressed by juxtaposition, if they are identically expressed?",FALSE,TRUE,TRUE,"D-DECOMP-21","","","","","recode group 11 (simple recode - simple conditioning)","if nominal and verbal conjunction identical","rec_da_WALS_64A_1 == identity","","","","","","1 Identity;2 Differentiation;3 Both expressed by juxtaposition;4 ?","TRUE;FALSE;NA;?","3-1-2-4","Morphosyntax"
"WALS_9A The Velar Nasal","rec_dc_WALS_9A_2","TLI0990","Is there an initial velar nasal, if there is a velar nasal at all?",FALSE,TRUE,TRUE,"D-DECOMP-64","","","","","recode group 14 (simple recode - simple conditioning [conditioned feature])","if velar nasals present","rec_dmca+WALS_9A+PHOIBLE_BAF_velarNasals_presence_1 == TRUE","","","","","","1 Initial velar nasal;2 No initial velar nasal;3 No velar nasal;4 ?","FALSE;TRUE;NA;?","2-1-3-4","Phonology"
"WALS_103A Third Person Zero of Verbal Person Marking","rec_dca_WALS_103A_1","TLI0991","Is 3rd person zero marking (S of intransitive verb) possible, if there is S person marking at all?",FALSE,TRUE,TRUE,"D-DECOMP-23","","","","","recode group 11 (simple recode - simple conditioning)","if verb agreement present and if S person marking present","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE","","","","","","1 No person marking;2 No zero realization;3 Zero in some 3sg forms;4 Zero in all 3sg forms;5 Zero in all 3rd person forms;6 Zero only in 3rd nonsingular;7 ?","FALSE;TRUE;NA;?","2-3/4/5/6-1-7","Morphosyntax"
"WALS_106A Reciprocal Constructions","rec_dca_WALS_106A_2","TLI0992","Can reciprocal constructions be identical to reflexive constructions, if reciprocal constructions are present?",FALSE,TRUE,TRUE,"D-DECOMP-51","S-REF-03","S-REF-03","","","recode group 11 (simple recode - simple conditioning)","if reciprocal constructions present","rec_dma+WALS_106A+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal_1 == TRUE","","","","","","1 Distinct from reflexive;2 Identical to reflexive;3 Mixed;4 No reciprocals;5 ?","TRUE;FALSE;NA;?","2/3-1-4-5","Morphosyntax"
"WALS_106A Reciprocal Constructions","rec_dca_WALS_106A_3","TLI0993","Can reciprocal constructions be different from reflexive constructions, if reciprocal constructions are present?",FALSE,TRUE,TRUE,"D-DECOMP-51","S-REF-02-O;S-REF-02-C;S-REF-03","S-REF-03","S-REF-02-C","","recode group 11 (simple recode - simple conditioning)","if reciprocal constructions present","rec_dma+WALS_106A+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal_1 == TRUE","","","","","","1 Distinct from reflexive;2 Identical to reflexive;3 Mixed;4 No reciprocals;5 ?","TRUE;FALSE;NA;?","1/3-2-4-5","Morphosyntax"
"WALS_111A Nonperiphrastic Causative Constructions","rec_dca_WALS_111A_3","TLI0994","Are there compound causative constructions, if there are non-periphrastic causative constructions?",FALSE,TRUE,TRUE,"D-DECOMP-16","S-CAU-01;S-CAU-03","S-CAU-03","","","recode group 11 (simple recode - simple conditioning)","if non-periphrastic causative present","rec_da_WALS_111A_1 == TRUE","","","","","","1 Neither;2 Morphological but no compound;3 Compound but no morphological;4 Both;5 ?","TRUE;FALSE;NA;?","3/4-2-1-5","Morphosyntax"
"WALS_114A Subtypes of Asymmetric Standard Negation","rec_dca_WALS_114A_1","TLI0995","Is there finite-type asymmetric standard negation, if there is asymmetric standard negation?",FALSE,TRUE,TRUE,"D-DECOMP-10","S-NEG-02;S-NEG-03","S-NEG-02;S-NEG-03","","","recode group 11 (simple recode - simple conditioning)","if asymmetric standard negation present","rec_da_WALS_113A_1 == TRUE","","","","","","1 A/Fin;2 A/NonReal;3 A/Cat;4 A/Fin and A/NonReal;5 A/Fin and A/Cat;6 A/NonReal and A/Cat;7 Non-assignable;8 ?","TRUE;FALSE;NA;?","1/4/5-2/3/6-7-8","Morphosyntax"
"WALS_114A Subtypes of Asymmetric Standard Negation","rec_dca_WALS_114A_2","TLI0996","Is there non-real-type asymmetric standard negation, if there is asymmetric standard negation?",FALSE,TRUE,TRUE,"D-DECOMP-10","S-NEG-02","S-NEG-02","","","recode group 11 (simple recode - simple conditioning)","if asymmetric standard negation present","rec_da_WALS_113A_1 == TRUE","","","","","","1 A/Fin;2 A/NonReal;3 A/Cat;4 A/Fin and A/NonReal;5 A/Fin and A/Cat;6 A/NonReal and A/Cat;7 Non-assignable;8 ?","TRUE;FALSE;NA;?","2/4/6-1/3/5-7-8","Morphosyntax"
"WALS_124A 'Want' Complement Subjects","rec_dca_WALS_124A_2","TLI0998","Can the subject be expressed implicitly in ""Want"" complement subjects, if clause strategies for ""Want"" complement subjects are present (no desiderative)?",FALSE,TRUE,TRUE,"D-DECOMP-22","S-CPL-1","S-CPL-1","","","recode group 11 (simple recode - simple conditioning)","if clause strategies for ""Want"" complement subjects present","rec_da_WALS_124A_1 == FALSE","","","","","","1 Subject is left implicit;2 Subject is expressed overtly;3 Both construction types exist;4 Desiderative verbal affix;5 Desiderative particle;6 ?","TRUE;FALSE;NA;?","1/3-2-4/5-6","Morphosyntax"
"WALS_124A 'Want' Complement Subjects","rec_dca_WALS_124A_3","TLI0999","Can the subject be expressed explicitly in ""Want"" complement subjects, if clause strategies for ""Want"" complement subjects are present (no desiderative)?",FALSE,TRUE,TRUE,"D-DECOMP-22","S-CPL-1","S-CPL-1","","","recode group 11 (simple recode - simple conditioning)","if clause strategies for ""Want"" complement subjects present","rec_da_WALS_124A_1 == FALSE","","","","","","1 Subject is left implicit;2 Subject is expressed overtly;3 Both construction types exist;4 Desiderative verbal affix;5 Desiderative particle;6 ?","TRUE;FALSE;NA;?","2/3-1-4/5-6","Morphosyntax"
"WALS_143A Order of Negative Morpheme and Verb","rec_dca_WALS_143A_1","TLI1000","What is the order between the negative affix and the verb, if negation is marked by an affix?",FALSE,TRUE,TRUE,"D-DECOMP-08","D-POV-033;D-POV-035;D-POV-053","","","prefixing/suffixing","recode group 11 (simple recode - simple conditioning)","if negative affix present","rec_dma+WALS_112A+WALS_143A_1 == negative affix","","","","","","1 OptTripleNeg&OptDoubleNeg;2 VNeg;3 [V-Neg];4 [Neg-V];5 ObligDoubleNeg;6 NegV;7 Type 2 / Type 4;8 OptDoubleNeg;9 Type 1 / Type 3;10 Type 3 / Type 4;11 Type 1 / Type 4;12 Type 1 / Type 2;13 OptTripleNeg&ObligDoubleNeg;14 Negative Tone;15 Type 2 / Type 3;16 OptSingleNeg;17 Type 3 / Negative Infix;18 ?","negative prefix;negative suffix;NA;?","4/9/15-3/7/11-2/6/12/14-1/5/8/10/13/16/17/18","Morphosyntax"
"WALS_143A Order of Negative Morpheme and Verb","rec_dca_WALS_143A_4","TLI1002","Is double negation obligatory, if there is double negation?",FALSE,TRUE,TRUE,"D-DECOMP-08","","","","","recode group 11 (simple recode - simple conditioning)","if double negation present","rec_dma+WALS_143A+autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasMultipleDefaultExponents_3 == double negation","","","","","","1 OptTripleNeg&OptDoubleNeg;2 VNeg;3 [V-Neg];4 [Neg-V];5 ObligDoubleNeg;6 NegV;7 Type 2 / Type 4;8 OptDoubleNeg;9 Type 1 / Type 3;10 Type 3 / Type 4;11 Type 1 / Type 4;12 Type 1 / Type 2;13 OptTripleNeg&ObligDoubleNeg;14 Negative Tone;15 Type 2 / Type 3;16 OptSingleNeg;17 Type 3 / Negative Infix;18 ?","TRUE;FALSE;NA;?","5/13-1/8-2/3/4/6/7/9/10/11/12/14/15/16/17-18","Morphosyntax"
"WALS_144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb","rec_dca_WALS_144B_1","TLI1003","Is what is the precise position of the negative word with respect to the verb, if it is not preverbal?",FALSE,TRUE,TRUE,"D-DECOMP-30","","","","word order","recode group 14 (simple recode - simple conditioning [conditioned feature])","if negative word not preverbal","rec_dca_WALS_143A_2 != preverbal word","","","","","","1 Beginning, not immed preverbal;2 Preverbal, not beginning or immed;3 Immed preverbal;4 End, not immed postverbal;5 Immed postverbal;6 ?","end;immediately postverbal;NA;?","4-5-1/2/3/-6","Morphosyntax"
"WALS_144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb","rec_dca_WALS_144B_2","TLI1004","Is what is the precise position of the negative word with respect to the verb, if it is not postverbal?",FALSE,TRUE,TRUE,"D-DECOMP-30","","","","word order","recode group 14 (simple recode - simple conditioning [conditioned feature])","if negative word not postverbal","rec_dca_WALS_143A_2 != postverbal word","","","","","","1 Beginning, not immed preverbal;2 Preverbal, not beginning or immed;3 Immed preverbal;4 End, not immed postverbal;5 Immed postverbal;6 ?","beginning;not beginning or immediate preverbal;immediately preverbal;NA;?","1-2-3-4/5-6","Morphosyntax"
"WALS_26A Prefixing vs. Suffixing in Inflectional Morphology","rec_dca_WALS_26A_2","TLI1005","Is there a tendency towards suffixing or prefixing, if there is extensive affixation?",FALSE,TRUE,TRUE,"D-DECOMP-14","D-POV-048","","","prefixing/suffixing","recode group 11 (simple recode - simple conditioning)","if extensive affixation present","rec_da_WALS_26A_1 == extensive affixation","","","","","","1 Little affixation;2 Strongly suffixing;3 Weakly suffixing;4 Equal prefixing and suffixing;5 Weakly prefixing;6 Strong prefixing;7 ?","suffixing;prefixing;NA;?","2/3-5/6-1-4/7","Morphosyntax"
"WALS_34A Occurrence of Nominal Plurality","rec_dca_WALS_34A_1","TLI1006","Is nominal plurality optional or obligatory, if nominal plurals are present?",FALSE,TRUE,TRUE,"D-DECOMP-05","S-CASPLU-04-O;S-CASPLU-04-C","","","","recode group 11 (simple recode - simple conditioning)","if nominal plurality (WALS definition) not absent","rec_ma+WALS_33A+WALS_34A != FALSE","","","","","","1 No nominal plural;2 Only human nouns, optional;3 Only human nouns, obligatory;4 All nouns, always optional;5 All nouns, optional in inanimates;6 All nouns, always obligatory;7 ?","nominal plurality optional;nominal plurality obligatory;NA;?","2/4-3/6-1-5/7","Morphosyntax"
"WALS_34A Occurrence of Nominal Plurality","rec_dca_WALS_34A_2","TLI1007","Do all nouns or only humans get marked with nominal plurals, if nominal plurals are present?",FALSE,TRUE,TRUE,"D-DECOMP-05","","","","","recode group 11 (simple recode - simple conditioning)","if nominal plurality (WALS definition) not absent","rec_ma+WALS_33A+WALS_34A != FALSE","","","","","","1 No nominal plural;2 Only human nouns, optional;3 Only human nouns, obligatory;4 All nouns, always optional;5 All nouns, optional in inanimates;6 All nouns, always obligatory;7 ?","humans-only;all-nouns;NA;?","2/3-4/6-1-5/7","Morphosyntax"
"WALS_35A Plurality in Independent Personal Pronouns","rec_dca_WALS_35A_1","TLI1008","Are independent personal pronouns sensitive to number, if there are independent pronouns at all?",FALSE,TRUE,TRUE,"D-DECOMP-06","S-PLU-2","","","","recode group 1 (simple recode)","if independent pronouns present (implicit only)","","","","","","","1 No independent subject pronouns;2 Number-indifferent pronouns;3 Person-number affixes;4 Person-number stem;5 Person-number stem + pronominal plural affix;6 Person-number stem + nominal plural affix;7 Person stem + pronominal plural affix;8 Person stem + nominal plural affix;9 ?","pronouns number-indifferent;pronouns sensitive to number;NA;?","2-3/4/5/6/7/8-1-9","Morphosyntax"
"WALS_36A The Associative Plural","rec_dca_WALS_36A_2","TLI1009","Is the associative plural unique or the same as the additive plural, if there is an associative plural and if there is a nominal plural?",FALSE,TRUE,TRUE,"D-DECOMP-07","","","","","recode group 11 (simple recode - simple conditioning)","if associative plural present and if nominal plurality (WALS definition) not absent","rec_ma+WALS_33A+WALS_34A != FALSE","","","","","","1 Associative same as additive plural;2 Unique affixal associative plural;3 Unique periphrastic associative plural;4 No associative plural;5 ?","same as additive;unique associative plural;NA;?","1-2/3-4-5","Morphosyntax"
"WALS_37A Definite Articles","rec_dca_WALS_37A_2","TLI1010","Are there definite articles, if there are articles at all?",FALSE,TRUE,TRUE,"D-DECOMP-11","S-ART-1","","","","recode group 11 (simple recode - simple conditioning)","if articles present","rec_da_WALS_37A_1 == TRUE","","","","","","1 Definite word distinct from demonstrative;2 Demonstrative word used as definite article;3 Definite affix;4 No definite, but indefinite article;5 No definite or indefinite article;6 ?","FALSE;TRUE;NA;?","4-1/2/3-5-6","Morphosyntax"
"WALS_38A Indefinite Articles","rec_dca_WALS_38A_1","TLI1011","Are there indefinite articles, if there are articles at all?",FALSE,TRUE,TRUE,"D-DECOMP-12","S-ART-1","","","","recode group 11 (simple recode - simple conditioning)","if articles present","rec_da_WALS_37A_1 == TRUE","","","","","","1 Indefinite word distinct from 'one';2 Indefinite word same as 'one';3 Indefinite affix;4 No indefinite, but definite article;5 No definite or indefinite article;6 ?","FALSE;TRUE;NA;?","4-1/2/3-5-6","Morphosyntax"
"WALS_44A Gender Distinctions in Independent Personal Pronouns","rec_dca_WALS_44A_2","TLI1012","Is gender present in 1st and/or 2nd person, if gender in independent personal pronouns is present?",FALSE,TRUE,TRUE,"D-DECOMP-27","","","","","recode group 11 (simple recode - simple conditioning)","if gender in independent pronouns present","rec_da_WALS_44A_1 == TRUE","","","","","","1 In 3rd person + 1st and/or 2nd person;2 3rd person only, but also non-singular;3 3rd person singular only;4 1st or 2nd person but not 3rd;5 3rd person non-singular only;6 No gender distinctions;7 ?","FALSE;TRUE;NA;?","2/3/5-1-4/6-7","Morphosyntax"
"WALS_48A Person Marking on Adpositions","rec_dca_WALS_48A_2","TLI1013","Is there person marking on adpositions, if adpositions are present?",FALSE,TRUE,TRUE,"D-DECOMP-26","","","","head/dependent marking","recode group 11 (simple recode - simple conditioning)","if adpositions present","rec_dma+WALS_48A+WALS_85A_1 == TRUE","","","","","","1 No adpositions;2 No person marking;3 Pronouns only;4 Pronouns and nouns;5 ?","FALSE;TRUE;NA;?","2-3/4-1-5","Morphosyntax"
"WALS_4A Voicing in Plosives and Fricatives","rec_dca_WALS_4A_2","TLI1014","Is there a voicing contrast in fricatives, if fricatives are present?",FALSE,TRUE,TRUE,"D-DECOMP-01","S-PHO-11","S-PHO-11","","syllable structure/consonant inventory","recode group 11 (simple recode - simple conditioning)","if fricatives present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE","","","","","","1 No voicing contrast;2 In plosives alone;3 In both plosives and fricatives;4 In fricatives alone;5 ?","FALSE;TRUE;?","1/2-3/4-5","Phonology"
"WALS_51A Position of Case Affixes","rec_dca_WALS_51A_1","TLI1015","What is the degree of fusion of case morphology, if morphological case is present?",FALSE,TRUE,TRUE,"D-DECOMP-04","D-POV-027;D-POV-049","","","fusional/agglutinative","recode group 11 (simple recode - simple conditioning)","if case (WALS definition) present","rec_ma+WALS_49A+WALS_50A+WALS_51A == TRUE","","","","","","1 Case suffixes;2 Case prefixes;3 Case tone;4 Case stem change;5 Mixed morphological case;6 Postpositional clitics;7 Prepositional clitics;8 Inpositional clitics;9 No case affixes or adpositional clitics;10 ?","affix;clitic;stem change;tone;NA;?","1/2-6/7/8-4-3-9-5/10","Morphosyntax"
"WALS_51A Position of Case Affixes","rec_dca_WALS_51A_2","TLI1016","What is the position of case morphology, if morphological case is present?",FALSE,TRUE,TRUE,"D-DECOMP-04","S-CASPLU-01;D-POV-028;D-POV-053","S-CASPLU-01","","prefixing/suffixing","recode group 11 (simple recode - simple conditioning)","if segmentable case (WALS definition) present, case is explicitly conditioned, morphlogical case %in% c(""affix"", ""clitic"") is implicit only","rec_ma+WALS_49A+WALS_50A+WALS_51A == TRUE","","","","","","1 Case suffixes;2 Case prefixes;3 Case tone;4 Case stem change;5 Mixed morphological case;6 Postpositional clitics;7 Prepositional clitics;8 Inpositional clitics;9 No case affixes or adpositional clitics;10 ?","pre;post;in;NA;?","2/7-1/6-8-3/4/5/9-10","Morphosyntax"
"WALS_54A Distributive Numerals","rec_dca_WALS_54A_2","TLI1017","How are distributive numerals expressed, if distributive numerals are present?",FALSE,TRUE,TRUE,"D-DECOMP-13","","","","isolating/affixing","recode group 11 (simple recode - simple conditioning)","if distributive numerals present","rec_da_WALS_54A_1 == TRUE","","","","","","1 No distributive numerals;2 Marked by reduplication;3 Marked by prefix;4 Marked by suffix;5 Marked by preceding word;6 Marked by following word;7 Marked by mixed or other strategies;8 ?","reduplication;affix;word;NA;?","2-3/4-5/6-1-7/8","Morphosyntax"
"WALS_55A Numeral Classifiers","rec_dca_WALS_55A_2","TLI1018","Are numeral classifiers obligatory or optional, if there are numeral classifiers?",FALSE,TRUE,TRUE,"D-DECOMP-41","","","","","recode group 11 (simple recode - simple conditioning)","if numeral classifiers present","rec_dma+autotyp_NumeralClassifiers_HasNumeralClassifiers+WALS_55A_1 == TRUE","","","","","","1 Absent;2 Optional;3 Obligatory;4 ?","optional;obligatory;NA;?","2-3-1-4","Morphosyntax"
"WALS_66A The Past Tense","rec_dca_WALS_66A_1","TLI1019","Is there past tense, if tense is present?",FALSE,TRUE,TRUE,"D-DECOMP-20","S-TAME-12;S-TAME-13","S-TAME-12","","","recode group 11 (simple recode - simple conditioning)","if tense present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN+WALS_66A+WALS_67A+WALS_68A+WALS_79A == TRUE","","","","","","1 Present, no remoteness distinctions;2 Present, 2-3 remoteness distinctions;3 Present, 4 or more remoteness distinctions;4 No past tense;5 ?","FALSE;TRUE;?","4-1/2/3-5","Morphosyntax"
"WALS_70A The Morphological Imperative","rec_dca_WALS_70A_2","TLI1020","Are there number distinctions in the second person imperative, if morphological second-person imperatives are present?",FALSE,TRUE,TRUE,"D-DECOMP-18","","","","","recode group 11 (simple recode - simple conditioning)","if second-person morphological imperatives present","rec_da_WALS_70A_1 == TRUE","","","","","","1 Second singular and second plural;2 Second singular;3 Second plural;4 Second person number-neutral;5 No second-person imperatives;6 ?","2p with number distinctions;2p number-neutral;NA;?","1/2/3-4-5-6","Morphosyntax"
"WALS_79A Suppletion According to Tense and Aspect","rec_dca_WALS_79A_2","TLI1021","Is there suppletion according to tense, if tense is present?",FALSE,TRUE,TRUE,"D-DECOMP-31","S-TAME-11;S-TAME-26","","","fusional/agglutinative","recode group 11 (simple recode - simple conditioning)","if tense present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN+WALS_66A+WALS_67A+WALS_68A+WALS_79A == TRUE","","","","","","1 Tense;2 Aspect;3 Tense and aspect;4 None;5 ?","FALSE;TRUE;?","2/4-1/3-5","Morphosyntax"
