"modification.type","modification.ID","design.decision","expectation.tested","motivation.for.test","source","suspected.tendency.confirmed?","requires.statistically.motivated.action","logging.in.known.remaining.dependencies","relative.overlap.vsmall.in.vlarge.sufficient","sufficient.samples.applicable.for.test","passes.bell.test","passes.cohens.d","resulting.modification","relevant.variables","resulting.added.variables","is.added.variable.kept","resulting.removed.variables","variable.1.for.test","variable.2.for.test","test","v1.equals.for.test","v1.unequals.for.test","v2.equals.for.test","v2.unequals.for.test","nr.lgs.v1","nr.lgs.v2","absolute.overlap.v1.v2","relative.overlap.vsmall.in.vlarge","relative.overlap.vlarge.in.vsmall","samples.disregarded.insufficient.lgs.applicable","samples.assessed","mean.d1.across.tested.samples","sd.d1.across.tested.samples","mean.plus.sd.d1.across.tested.samples","mean.d2.across.tested.samples","sd.d2.across.tested.samples","mean.plus.sd.d2.across.tested.samples","mean.baseline.1","mean.baseline.2","d1.baseline1.cohensd","d2.baseline2.cohensd","maximum.sum","minimum.cohensd","minimum.sum","maximum.cohensd"
"statistical","S-POL-WOO-2",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses THEN polar interrogative particle clause-initial","cf Greenberg 1963, U12","greenberg1963some","no","no","no","yes","yes","no","no","NA","GB131, GB262c","NA","NA","NA","GB131","GB262c","THEN","1","0","1","0",2348,998,972,0.973947895791583,0.41396933560477,548,452,0.58,0.13,0.71,NA,NA,NA,0.72,NA,1.2,NA,0.71,1.2,0.71,1.2
"statistical","S-POS-1a",NA,"predicative possession of type locative XOR dative","different states in WALS chapter 117","wals117","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB252c, GB253c","NA","NA","NA","GB252c","GB253c","XOR","1","0","1","0",706,696,671,0.964080459770115,0.95042492917847,500,500,0.15,0.08,0.23,0.19,0.11,0.3,0.68,0.63,4.3,3,0.3,3,0.23,4.3
"statistical","S-POS-1b",NA,"predicative possession of type locative XOR genitive","different states in WALS chapter 117","wals117","yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB252c, GB254c","NA","NA","NA","GB252c","GB254c","XOR","1","0","1","0",706,774,680,0.963172804532578,0.878552971576227,500,500,0.4,0.12,0.52,0.24,0.08,0.32,0.38,0.63,0.1,3,0.52,0.1,0.32,3
"statistical","S-POS-1c",NA,"predicative possession of type dative XOR genitive","different states in WALS chapter 117","wals117","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB253c, GB254c","NA","NA","NA","GB253c","GB254c","XOR","1","0","1","0",696,774,674,0.968390804597701,0.870801033591731,500,500,0.17,0.12,0.29,0.09,0.06,0.15,0.38,0.68,1.3,5.6,0.29,1.3,0.15,5.6
"statistical","S-POS-2",NA,"predicative possession of type have XOR with","different states in WALS chapter 117","wals117","yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB250, GB256","NA","NA","NA","GB250","GB256","XOR","1","0","1","0",1510,1362,1278,0.938325991189427,0.84635761589404,500,500,0.13,0.05,0.18,0.46,0.16,0.62,0.85,0.51,9,0.3,0.62,0.3,0.18,9
"statistical","S-POS-3-C",NA,"IF adnominal possession coded on the possessed noun (conditioned on SAP-affixing) THEN alienable/inalienable distinction",NA,NA,"no","no","no","yes","yes","no","no","NA","GB059, GB591mC","NA","NA","NA","GB591mC","GB059","THEN","1","0","1","0",1130,2031,997,0.882300884955752,0.490891186607582,500,500,0.53,0.07,0.6,NA,NA,NA,0.5,NA,0.5,NA,0.6,0.5,0.6,0.5
"statistical","S-POS-3-O",NA,"IF adnominal possession coded on the possessed noun THEN alienable/inalienable distinction",NA,"nichols1988alienable[576]","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","no","no","NA","GB059, GB591m","NA","NA","NA","GB591m","GB059","THEN","1","0","1","0",1873,2031,1565,0.835557928457021,0.770556376169375,500,500,0.51,0.07,0.57,NA,NA,NA,0.5,NA,0.1,NA,0.57,0.1,0.57,0.1
"statistical","S-POS-4",NA,"prefixes XOR suffixes on the possessum for adnominal possession","Category clustering (Mansfield et al., 2020)","mansfield2020category","yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB431c, GB433c","NA","NA","NA","GB431c","GB433c","XOR","1","0","1","0",913,928,907,0.993428258488499,0.977370689655172,500,500,0.21,0.07,0.28,0.27,0.08,0.35,0.5,0.36,2.4,0.7,0.35,0.7,0.28,2.4
"statistical","S-POS-5",NA,"prefixes XOR suffixes on the possessor for adnominal possession","different states in WALS 57 and combined state very rare. Category clustering (Mansfield et al., 2020)","wals57;mansfield2020category","yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB430c, GB432c","NA","NA","NA","GB430c","GB432c","XOR","1","0","1","0",639,644,633,0.990610328638498,0.982919254658385,516,484,0.12,0.19,0.31,0.01,0.01,0.03,0.07,0.91,0.2,19.8,0.31,0.2,0.03,19.8
"statistical","S-POS-6-C",NA,"IF possessive classifiers (conditioned on alienable/inalienable distinction), THEN adnominal possession coded on the possessed noun (conditioned on SAP)",NA,NA,"no","no","no","yes","yes","no","no","NA","GB058C, GB591mC","NA","NA","NA","GB058C","GB591mC","THEN","1","0","1","0",890,1130,424,0.476404494382022,0.375221238938053,506,494,0.2,0.19,0.39,NA,NA,NA,0.41,NA,1.1,NA,0.39,1.1,0.39,1.1
"statistical","S-POS-6-O",NA,"IF possessive classifiers, THEN adnominal possession coded on the possessed noun",NA,"wals58","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","no","no","NA","GB058, GB591m","NA","NA","NA","GB058","GB591m","THEN","1","0","1","0",2233,1873,1744,0.931126534970635,0.781012091356919,503,497,0.25,0.19,0.44,NA,NA,NA,0.47,NA,1.2,NA,0.44,1.2,0.44,1.2
"statistical","S-POS-7",NA,"IF possessive classifiers, THEN alienable/inalienable distinction",NA,"wals58","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB058, GB059","GB058C","yes","GB058","GB058","GB059","THEN","1","0","1","0",2233,2031,1940,0.955194485475135,0.868786386027765,500,500,0.07,0.09,0.17,NA,NA,NA,0.5,NA,4.4,NA,0.17,4.4,0.17,4.4
"statistical","S-POS-8-C",NA,"IF alienable/inalienable distinction THEN NOT adnominal possession coded on the possessor (conditioned on case)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB059, GB590mC","NA","NA","NA","GB059","GB590mC","THEN","1","0","0","1",2031,1152,996,0.864583333333333,0.4903988183161,524,476,0.46,0.09,0.54,NA,NA,NA,0.56,NA,1.4,NA,0.54,1.4,0.54,1.4
"statistical","S-POS-8-O",NA,"IF alienable/inalienable distinction THEN NOT adnominal possession coded on the possessor","Note that Nichols formulates this on the basis of languages with dependent marking ONLY, such that this expectation formulated here is weak","nichols1988alienable[576]","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","no","no","NA","GB059, GB590m","NA","NA","NA","GB059","GB590m","THEN","1","0","0","1",2031,1850,1548,0.836756756756757,0.76218611521418,500,500,0.39,0.07,0.47,NA,NA,NA,0.46,NA,1,NA,0.47,1,0.47,1
"statistical","S-POS-CAS-1",NA,"IF adnominal possession is coded on the possessor, THEN case","Coding on the possessor is frequently genitive, so we expect many of these languages to have case marking, at a minimum for genitives (obliques)",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB590m, GB480m","GB590mC","yes","GB590m","GB590m","GB480m","THEN","1","0","1","0",1850,2246,1713,0.925945945945946,0.762689225289403,500,500,0.11,0.04,0.15,NA,NA,NA,0.24,NA,3.3,NA,0.15,3.3,0.15,3.3
"statistical","S-POS-CAS-2",NA,"IF predicative possession of type locative, THEN oblique case on NP","If you have possession with a locative, it is likely a case-marked locative, which is used elsewhere outside of possession.",NA,"no","no","no","yes","yes","yes","no","NA","GB252c, GB887drmc","NA","NA","NA","GB252c","GB887drmc","THEN","1","0","1","0",706,1464,532,0.753541076487252,0.363387978142077,500,500,0.04,0.06,0.1,NA,NA,NA,0.06,NA,0.3,NA,0.1,0.3,0.1,0.3
"statistical","S-POS-CAS-3",NA,"IF predicative possession of type dative, THEN oblique case on NP","If predicative possession uses a dative, it is probably a case marked dative. If so, this means the language has a dative which it uses elsewhere",NA,"no","no","no","yes","yes","yes","no","NA","GB253c, GB887drmc","NA","NA","NA","GB253c","GB887drmc","THEN","1","0","1","0",696,1464,533,0.765804597701149,0.364071038251366,500,500,0.08,0.08,0.16,NA,NA,NA,0.06,NA,0.3,NA,0.16,0.3,0.16,0.3
"statistical","S-POS-CAS-4",NA,"IF predicative possession of type adnominal possesor, THEN oblique case on NP","An adnominal possessor is typically a genitive, which is definitionally an oblique case marker. Most languages with such constructions will have genitives in this position",NA,"no","no","no","yes","yes","yes","no","NA","GB254c, GB887drmc","NA","NA","NA","GB254c","GB887drmc","THEN","1","0","1","0",774,1464,588,0.75968992248062,0.401639344262295,500,500,0.09,0.06,0.14,NA,NA,NA,0.06,NA,0.6,NA,0.14,0.6,0.14,0.6
"statistical","S-PRO-CAS-1",NA,"IF special adnominal possessive pronouns, THEN case in pronouns","Adnominal possessive pronouns are typically genitives, and languages with genitives typically have other case-marking. Genitives arising without other cases in a language are rare",NA,"no","no","no","yes","yes","yes","no","NA","GB313, GB549drmc","NA","NA","NA","GB313","GB549drmc","THEN","1","0","1","0",1935,1424,1197,0.840589887640449,0.618604651162791,500,500,0.07,0.04,0.1,NA,NA,NA,0.09,NA,0.7,NA,0.1,0.7,0.1,0.7
"statistical","S-PRO-GEN-1",NA,"IF male/female distinction in 2nd person pronoun, THEN male/female distinction in 3rd person too","Languages that have a distinction in 1st person while they do not have a gender distinction in 3rd person are most probably languages with genderlects (Rose 2018). There is also a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person. (Cysouw 2003, Corbett 1991)","rose2018typology;cysouw2003paradigmatic[16]","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB196, GB030","GB196C","yes","GB196","GB196","GB030","THEN","1","0","1","0",2168,2370,2140,0.987084870848708,0.90295358649789,501,499,0.08,0.11,0.19,NA,NA,NA,0.71,NA,5.4,NA,0.19,5.4,0.19,5.4
"statistical","S-PRO-GEN-2",NA,"IF male/female distinction in 1st person pronoun, THEN male/female distinction in 3rd person","cf Greenberg 1963, U44. Languages that have a distinction in 2nd person while they do not have a gender distinction in 3rd person are most probably languages with genderlects (Rose 2018). There is also a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person.","greenberg1963some;rose2018typology","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB197, GB030","GB197C","yes","GB197","GB197","GB030","THEN","1","0","1","0",2173,2370,2145,0.987114588127013,0.905063291139241,515,485,0.04,0.12,0.16,NA,NA,NA,0.71,NA,5.5,NA,0.16,5.5,0.16,5.5
"statistical","S-PRO-GEN-3",NA,"IF male/female distinction in 1st person pronoun, THEN male/female distinction in 2nd person","cf Greenberg 1963, U44. There is a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person","greenberg1963some;rose2018typology","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB197C, GB196C","NA","NA","NA","GB197C","GB196C","THEN","1","0","1","0",495,493,492,0.997971602434077,0.993939393939394,518,482,0.16,0.21,0.37,NA,NA,NA,0.81,NA,3.2,NA,0.37,3.2,0.37,3.2
"statistical","S-REF-1-C",NA,"phonologically bound reflexive/reciprocal marking (if SAP present) XOR phonologically independent reflexive/reciprocal marking",NA,NA,"yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB852drmC, GB853drm","NA","NA","NA","GB852drmC","GB853drm","XOR","1","0","1","0",1280,1637,981,0.76640625,0.59926695174099,500,500,0.42,0.07,0.49,0.58,0.08,0.66,0.45,0.29,0.2,2.8,0.66,0.2,0.49,2.8
"statistical","S-REF-1-O",NA,"phonologically bound reflexive/reciprocal marking XOR phonologically independent reflexive/reciprocal marking","Single strategy may be expected",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","yes","yes","yes","no","no","NA","GB852drm, GB853drm","NA","NA","NA","GB852drm","GB853drm","XOR","1","0","1","0",2014,1637,1507,0.920586438607208,0.748262164846077,500,500,0.43,0.06,0.48,0.52,0.07,0.59,0.45,0.33,0.2,2,0.59,0.2,0.48,2
"statistical","S-REF-2",NA,"reflexives AND reciprocals","Both reflexives and reciprocals conceptually fill an object and a subject role with the same elements, so we expect languages with one to have the other",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated full removal","GB850drm, GB851drm","NA","NA","GB851drm","GB850drm","GB851drm","AND","1","0","1","0",1794,1770,1560,0.88135593220339,0.869565217391304,500,500,0.14,0.03,0.17,0.06,0.03,0.09,0.19,0.12,2.5,2.7,0.17,2.5,0.09,2.7
"statistical","S-REL-1",NA,"following XOR preceding relative clauses","Single strategy for relative clauses may be expected",NA,"yes, but v1 is removed due to other tests - logging tendencies not applicable","no","yes","yes","yes","no","yes","NA","GB327, GB328","NA","NA","NA","GB327","GB328","XOR","1","0","1","0",1739,1594,1556,0.976160602258469,0.894767107533065,500,500,0.24,0.05,0.3,0.45,0.08,0.54,0.61,0.26,3.9,1.6,0.54,1.6,0.3,3.9
"statistical","S-REL-2",NA,"preceding XOR internally-headed","Single strategy for relative clauses may be expected",NA,"yes, but v1 is removed due to other tests - logging tendencies not applicable","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB328, GB329c","NA","NA","NA","GB328","GB329c","XOR","1","0","1","0",1594,298,277,0.929530201342282,0.173776662484316,842,158,0.67,0.13,0.8,0.48,0.12,0.6,0.29,0.62,2.1,0.9,0.8,0.9,0.6,2.1
"statistical","S-REL-3",NA,"preceding XOR correlative","Single strategy for relative clauses may be expected",NA,"no","no","no","yes","yes","no","no","NA","GB328, GB330c","NA","NA","NA","GB328","GB330c","XOR","1","0","1","0",1594,292,270,0.924657534246575,0.169385194479297,899,101,0.51,0.14,0.66,0.5,0.12,0.63,0.44,0.62,0.3,0.8,0.66,0.3,0.63,0.8
"statistical","S-REL-4a-C",NA,"internally headed XOR non-adjacent relative clauses (conditioned on relative clause being able to follow the noun)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB329c, GB331C","NA","NA","NA","GB329c","GB331C","XOR","1","0","1","0",298,1096,167,0.560402684563758,0.152372262773723,842,158,0.36,0.14,0.5,0.83,0.23,1.05,0.84,0.27,2.7,2.2,1.05,2.2,0.5,2.7
"statistical","S-REL-4a-O",NA,"internally headed XOR non-adjacent relative clauses","Single strategy for relative clauses may be expected",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB329c, GB331","NA","NA","NA","GB329c","GB331","XOR","1","0","1","0",298,1399,260,0.87248322147651,0.185847033595425,792,208,0.23,0.09,0.32,0.83,0.2,1.04,0.87,0.27,5.7,2.4,1.04,2.4,0.32,5.7
"statistical","S-REL-4b",NA,"correlative XOR internally-headed relative clauses","Single strategy for relative clauses may be expected",NA,"no","no","no","yes","yes","no","no","NA","GB330c, GB329c","NA","NA","NA","GB330c","GB329c","XOR","1","0","1","0",292,298,276,0.945205479452055,0.926174496644295,500,500,0.41,0.15,0.56,0.33,0.13,0.46,0.28,0.43,0.6,0.5,0.56,0.5,0.46,0.6
"statistical","S-REL-4c-C",NA,"correlative XOR non-adjacent relative clauses (conditioned on relative clause being able to follow the noun)",NA,NA,"yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB330c, GB331C","NA","NA","NA","GB330c","GB331C","XOR","1","0","1","0",292,1096,167,0.571917808219178,0.152372262773723,811,189,0.28,0.14,0.42,0.61,0.28,0.89,0.84,0.42,3.4,0.6,0.89,0.6,0.42,3.4
"statistical","S-REL-4c-O",NA,"correlative XOR non-adjacent relative clauses","Single strategy for relative clauses may be expected",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","yes","yes","yes","no","no","NA","GB330c, GB331","NA","NA","NA","GB330c","GB331","XOR","1","0","1","0",292,1399,262,0.897260273972603,0.187276626161544,792,208,0.18,0.1,0.28,0.49,0.26,0.76,0.87,0.43,5.7,0.2,0.76,0.2,0.28,5.7
"statistical","S-REL-5",NA,"IF non-adjacent relative clauses, THEN following relative clauses","Non-adjacency is frequently driven pragmatically by afterthoughts, so we expect non-adjacency to be aligned with a order where the item follows its head",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB331, GB327","GB331C","yes","GB331","GB331","GB327","THEN","1","0","1","0",1399,1739,1372,0.980700500357398,0.788959171937895,500,500,0.08,0.1,0.18,NA,NA,NA,0.26,NA,1.8,NA,0.18,1.8,0.18,1.8
"statistical","S-SAP-01a-C",NA,"variations in marking strategies of core participants based on TAM distinctions (conditioned on TAM) XOR variations in marking strategies of core participants based on verb classes (conditioned on SAP)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB095C, GB096C","NA","NA","NA","GB095C","GB096C","XOR","1","0","1","0",1666,1318,1290,0.978755690440061,0.774309723889556,500,500,0.21,0.08,0.29,0.22,0.08,0.31,0.81,0.82,5.8,5.8,0.31,5.8,0.29,5.8
"statistical","S-SAP-01a-O",NA,"variations in marking strategies of core participants based on TAM distinctions XOR variations in marking strategies of core participants based on verb classes","Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank variable includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB095, GB096","NA","NA","NA","GB095","GB096","XOR","1","0","1","0",2040,2045,1992,0.976470588235294,0.974083129584352,500,500,0.21,0.08,0.29,0.19,0.07,0.26,0.82,0.84,5.9,7.3,0.29,5.9,0.26,7.3
"statistical","S-SAP-01b-C",NA,"variations in marking strategies of core participants based on TAM distinctions (conditioned on TAM) XOR variations in marking strategies of core participants based on person distinctions (conditioned on SAP)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB095C, GB098C","NA","NA","NA","GB095C","GB098C","XOR","1","0","1","0",1666,1326,1294,0.975867269984917,0.776710684273709,500,500,0.49,0.11,0.6,0.31,0.07,0.38,0.67,0.82,1.3,5.3,0.6,1.3,0.38,5.3
"statistical","S-SAP-01b-O",NA,"variations in marking strategies of core participants based on TAM distinctions XOR variations in marking strategies of core participants based on person distinctions","Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank variable includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB095, GB098","NA","NA","NA","GB095","GB098","XOR","1","0","1","0",2040,2057,1998,0.979411764705882,0.971317452600875,500,500,0.49,0.11,0.6,0.28,0.07,0.34,0.7,0.84,1.7,6.5,0.6,1.7,0.34,6.5
"statistical","S-SAP-01c-C",NA,"variations in marking strategies of core participants based on verb classes (conditioned on SAP) XOR variations in marking strategies of core participants based on person distinctions (conditioned on SAP)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB096C, GB098C","NA","NA","NA","GB096C","GB098C","XOR","1","0","1","0",1318,1326,1283,0.973444613050076,0.967571644042232,500,500,0.42,0.11,0.53,0.25,0.07,0.32,0.67,0.81,1.9,5.9,0.53,1.9,0.32,5.9
"statistical","S-SAP-01c-O",NA,"variations in marking strategies of core participants based on verb classes XOR variations in marking strategies of core participants based on person distinctions","Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank variable includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB096, GB098","NA","NA","NA","GB096","GB098","XOR","1","0","1","0",2045,2057,1992,0.974083129584352,0.968400583373845,500,500,0.4,0.1,0.5,0.25,0.07,0.32,0.7,0.82,2.5,6.4,0.5,2.5,0.32,6.4
"statistical","S-SAP-03-C",NA,"IF pro-drop/null anaphora, THEN SAP-indexing (if morphological TAM present)","The GB522 chapter description elaborates that pro-drop is not mutually exclusive with S/A indexing, approximated by SAP-indexing here",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB522, GB625mC","GB522C","yes","GB522","GB522","GB625mC","THEN","1","0","1","0",1535,1889,1239,0.807166123778502,0.655902593965061,500,500,0.08,0.03,0.11,NA,NA,NA,0.13,NA,1.7,NA,0.11,1.7,0.11,1.7
"statistical","S-SAP-03-O",NA,"IF pro-drop/null anaphora, THEN SAP-indexing","The GB522 chapter description elaborates that pro-drop is not mutually exclusive with S/A indexing, approximated by SAP-indexing here",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","NA","GB522, GB625m","NA","NA","NA","GB522","GB625m","THEN","1","0","1","0",1535,2350,1516,0.987622149837134,0.645106382978723,500,500,0.12,0.03,0.16,NA,NA,NA,0.16,NA,1.4,NA,0.16,1.4,0.16,1.4
"statistical","S-SAP-04",NA,"IF infixation at all, THEN affixal SAP-indexing and/or morphological TAM-marking","Infixing is rare, and whenever it exists it typically coexists with non-infixing affixation. SAP-indexing and morphological TAM-marking act as a proxy for all affixes.",NA,"no","no","no","yes","yes","yes","no","NA","GB081, GB770m","NA","NA","NA","GB081","GB770m","THEN","1","0","1","0",2146,2351,2092,0.974836905871389,0.889834113143343,500,500,0.01,0.03,0.04,NA,NA,NA,0.03,NA,0.8,NA,0.04,0.8,0.04,0.8
"statistical","S-SAP-05-C",NA,"IF verb carries a marker of animacy of argument, THEN SAP-indexing on verb (if morphological TAM present)",NA,NA,"no","no","no","yes","yes","yes","no","NA","GB177, GB625mC","NA","NA","NA","GB177","GB625mC","THEN","1","0","1","0",1884,1889,1541,0.817940552016985,0.81577554261514,501,499,0.06,0.1,0.16,NA,NA,NA,0.13,NA,0.7,NA,0.16,0.7,0.16,0.7
"statistical","S-SAP-05-O",NA,"IF verb carries a marker of animacy of argument, THEN SAP-indexing on verb","Variations in SAP-indexing due to animacy are unexpected where there is no SAP-indexing",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB177, GB625m","NA","NA","NA","GB177","GB625m","THEN","1","0","1","0",1884,2350,1860,0.987261146496815,0.791489361702128,501,499,0.05,0.09,0.14,NA,NA,NA,0.16,NA,1.3,NA,0.14,1.3,0.14,1.3
"statistical","S-SAP-06-C",NA,"IF verb stems alter according to the person of a core participant, THEN SAP-indexing on the verb (if morphological TAM present)",NA,NA,"no","no","no","yes","yes","yes","no","NA","GB099, GB625mC","NA","NA","NA","GB099","GB625mC","THEN","1","0","1","0",1943,1889,1553,0.82212811011117,0.799279464745239,500,500,0.07,0.06,0.13,NA,NA,NA,0.13,NA,1,NA,0.13,1,0.13,1
"statistical","S-SAP-06-O",NA,"IF verb stems alter according to the person of a core participant, THEN SAP-indexing on the verb","Verb stem alternation by core participant necessarily means SAP-indexing on the stem alternating verb. We expect languages with such irregular marking of SAP to also have regular SAP indexing",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","yes","no","NA","GB099, GB625m","NA","NA","NA","GB099","GB625m","THEN","1","0","1","0",1943,2350,1915,0.985589294904786,0.814893617021277,500,500,0.09,0.07,0.16,NA,NA,NA,0.16,NA,1,NA,0.16,1,0.16,1
"statistical","S-SAP-07-C",NA,"IF verb suppletion for participant number, THEN SAP-indexing on the verb (if morphological TAM present)",NA,NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB109, GB625mC","GB109C","yes","GB109","GB109","GB625mC","THEN","1","0","1","0",1890,1889,1486,0.786659608258338,0.786243386243386,500,500,0.06,0.05,0.1,NA,NA,NA,0.13,NA,1.6,NA,0.1,1.6,0.1,1.6
"statistical","S-SAP-07-O",NA,"IF verb suppletion for participant number, THEN SAP-indexing on the verb","Verb suppletion for participant number is a limited way of indexing and we expect it to co-exist with regular indexation",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","NA","GB109, GB625m","NA","NA","NA","GB109","GB625m","THEN","1","0","1","0",1890,2350,1850,0.978835978835979,0.787234042553192,500,500,0.08,0.05,0.13,NA,NA,NA,0.16,NA,1.8,NA,0.13,1.8,0.13,1.8
"statistical","S-SAP-08",NA,"IF conjugation classes, THEN morphological SAP- and/or TAM-marking","Conjugation classes are most typically verbs that differ by agreement and by TAM. Therefore we expect most conjugation classes to occur in languages that have SAP and/or TAM marked on the verb.",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB111, GB770m","GB111C","yes","GB111","GB111","GB770m","THEN","1","0","1","0",2101,2351,2044,0.972870061875297,0.869417269247129,500,500,0.01,0.01,0.03,NA,NA,NA,0.03,NA,1.3,NA,0.03,1.3,0.03,1.3
"statistical","S-SAP-09-C",NA,"IF phonologically bound reflexive/reciprocal marker on the verb, THEN SAP-indexing on the verb (if morphological TAM present)","Reflexive/reciprocal markers are a form of indexing the A and P roles, so we expect a language with reflexive/reciprocal markers to index SAP in other ways",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB852drm, GB625mC","GB852drmC","yes","GB852drm","GB852drm","GB625mC","THEN","1","0","1","0",2014,1889,1599,0.84647961884595,0.793942403177756,500,500,0.1,0.03,0.13,NA,NA,NA,0.13,NA,1.3,NA,0.13,1.3,0.13,1.3
"statistical","S-SAP-09-O",NA,"IF phonologically bound reflexive/reciprocal marker on the verb, THEN SAP-indexing on the verb","Reflexive/reciprocal markers are a form of indexing the A and P roles, so we expect a language with reflexive/reciprocal markers to index SAP in other ways",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","NA","GB852drm, GB625m","NA","NA","NA","GB852drm","GB625m","THEN","1","0","1","0",2014,2350,1960,0.973187686196624,0.834042553191489,500,500,0.12,0.03,0.15,NA,NA,NA,0.16,NA,1.7,NA,0.15,1.7,0.15,1.7
"statistical","S-SAP-10",NA,"IF SAP-indexing THEN TAM-indexing","Greenberg 1963, U30","greenberg1963some","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB625m, GB777drm","GB625mC","yes","GB625m","GB625m","GB777drm","THEN","1","0","1","0",2350,2232,2170,0.972222222222222,0.923404255319149,500,500,0.03,0.01,0.05,NA,NA,NA,0.06,NA,2,NA,0.05,2,0.05,2
