"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0860","TLI0891","TLI0892","TLI0893","TLI0958","TLI0959","TLI1044","TLI1083","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112"
"1670","kore1283","?","True","False","?","True","False","True","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","Neither"
"1684","kott1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","first/one-th, two-th, three-th","?","?","?","?","?","?"
"1686","kowa1245","False","True","False","False","?","False","?","?","?","?","?","?","?","False","?","False","True","?","?","?","?","?","?","?","?","FALSE","?"
"1690","koyr1240","True","False","False","?","?","?","False","?","?","?","False","False","False","?","?","True","False","?","?","TRUE","?","?","FALSE","FALSE","?","?","?"
"1691","koyr1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","TRUE","?","first/one-th, two-th, three-th","?","?","?","?","?","?"
"1705","kuan1249","?","False","False","?","True","False","False","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"1708","kubo1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1712","kuka1246","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"1720","kumb1268","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","True",NA,"?","?","?","?","FALSE","?","?","?","?"
"1721","kumi1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?","?"
"1722","kumy1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","TRUE","FALSE","?","?","?"
"1724","kuna1268","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","TRUE","?","first, two-th, three-th","?","?","?","?","?","?"
"1730","kuni1265","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1738","kuot1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","?","?","?","?","?"
"1749","kusu1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?","?","?","?","?"
"1751","kute1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","?","FALSE","?","?","FALSE","FALSE","?","?","?"
"1753","kuuk1238","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","?","?"
"1757","kuyu1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1760","kwak1269","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","TRUE","?","?","?","?","?","?","?"
"1770","kwaz1243","?","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"1775","kxoe1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"1778","kyen1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1783","labi1245","True","False","?","?","?","?","?","False","False","False","False","True","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"1798","lakk1252","False","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","True","False","False","?","TRUE","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"1801","lako1247","False","False","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","?","first, two-th, three-th","?","?","FALSE","FALSE","FALSE","TreeInBark"
"1808","lame1257","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","True","False","?","?","?","?","?","?","?","FALSE","FALSE","Neither"
"1811","lamm1241","?","False","?","False","False","False","?","False","False","False","True","True","?","False","?","False","False","?","?","?","?","?","?","?","TRUE","FALSE","TreeInBark"
"1820","lanp1241","?","?","?","?","False","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"1825","larg1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","?","True","False","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"1827","lash1243","?","False","False","?","False","False","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"1828","lati1261","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","True","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"1830","latv1249","False","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","False","True","True","TRUE","TRUE","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"1835","lavu1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","False","?","?","?","affective meanings","?","?","?","?","?"
"1837","lawu1238","True","False","False","False","True","False","True","True","False","True","False","?","?","?","?","False","False","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","TreeInBark"
"1854","lenc1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1855","lenc1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","?","?","?","?","?","?","?","?","?","?"
"1866","lian1251","False","True","False","?","False","False","False","True","False","False","?","?","False","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"1879","limi1243","True","?","False","False","True","False","?","False","False","False","False","?","False","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"1883","lish1235","?","False","False","?","True","?","?","?","False","?","False","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin"
"1888","liuq1235","?","False","False","?","True","False","False","?","?","?","False","?","?","?","?","?","True","?","?","?","?","?","?","FALSE","?","FALSE","TreeInBark"
"1889","livv1243","True","True","False","False","False","False","True","False","False","False","False","?","False","False","?","False","True","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"1890","livv1244","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"1891","liwe1234","False","False","?","?","False","?","False","?","?","?","False","?","?","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","?","Neither"
"1892","lixi1238","True","True","False","False","False","False","True","False","False","False","False","False","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"1905","loth1237","False","True","False","False","False","False","False","False","False","False","?","?","False","False","?","True","False","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"1910","lowe1385","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","True","True","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"1925","lule1254","False","False","False","False","False","False","True","True","False","False","False","?","False","False","?","False","False","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"1930","luok1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","first/one-th, two-th, three-th","?","FALSE","?","?","?","?"
"1931","luop1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"1932","luqu1238","?","?","?","False","True","?","?","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","?"
"1946","maas1239","?","?","False","?","?","?","True","?","?","?","False","?","?","?","vigesimal","False","False","False","?","?","?","?","?","FALSE","?","FALSE","Neither"
"1949","maba1277","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"1950","maca1259","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"1956","macu1260","?","True","False","?","False","False","False","False","False","True","?","?","False","?","?","False",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"1966","maer1238","?","?","?","?","False","?","False","False","False","?","False","False","?","False","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"1967","mafa1239","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","True","True","?","?","?","?","?","?","?","TRUE","FALSE","Neither"
"1977","maib1239","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","True","TRUE","FALSE","first/one-th, two-th, three-th","affective meanings","?","FALSE","TRUE","FALSE","TreeInBark"
"1979","mail1248","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","Neither"
"1982","maiw1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"1994","mala1464","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","?","TRUE","TRUE","first/one-th, two-th, three-th","logical meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"2003","mala1522","?","False","False","?","False","False","False","False","False","False","?","?","False","?","decimal","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin"
"2013","mali1284","True","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2028","mana1288","False","True","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2030","manc1252","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","TRUE","TRUE","first/one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","BarkAndSkin"
"2031","mand1415","True","?","False","False","False","False","False","True","False","False","False","?","False","False","decimal","?","?","True","TRUE","FALSE","one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","TreeInBark"
"2033","mand1436","False","False","?","?","?","?","?","?","?","?","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?"
"2037","mand1476","?","False","?","False","False","?","False","False","False","False","False","True","?","True","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2039","mang1381","?","?","?","?","?","?","?","?","?","?","?","?","?","?","restricted","?","?",NA,"FALSE","?",NA,"?","FALSE","FALSE","?","?","?"
"2043","mang1399","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?","?"
"2048","mani1292","True","False","False","False","False","False","True","False","False","False","?","?","False","False","vigesimal","True","True","False","TRUE","TRUE","first/one-th, two-th, three-th","?","FALSE","FALSE","?","FALSE","Neither"
"2054","maon1238","False","False","?","False","?","False","True","?","False","?","?","?","?","False","?","False","False","False","?","?","?","?","TRUE","FALSE","?","?","?"
"2059","mapu1245","?","False","?","?","False","False","?","?","False","False","False","?","False","?","decimal","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2061","mara1379","True","True","False","?","False","False","False","False","False","False","?","?","False","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","?","Neither"
"2062","mara1386","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","FALSE","TRUE","?","?","?"
"2066","marg1253","?","?","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","?","?","?","?"
"2067","marg1265","True","False","?","?","?","False","?","True","False","False","False","True","?","?","?","False","True","False","?","TRUE","?","?","?","?","?","FALSE","Neither"
"2068","marg1266","False","False","?","?","?","False","?","?","False","False","False","False","?","?","?","False","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"2070","mari1416","True","True","False","?","False","False","True","?","True","?","?","?","False","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","Neither"
"2076","mari1438","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?","?"
"2083","mart1256","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","FALSE","FALSE","?"
"2086","masa1322","False","False","?","?","?","False","?","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","?","?","FALSE","FALSE","?"
"2090","mate1260","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2095","mats1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?"
"2101","mawa1266","False","True","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2102","mawa1267","False","True","False","False","?","False","?","?","?","?","?","?","?","False","?","True","False","?","?","?","?","?","?","?","?","FALSE","?"
"2109","maya1285","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2116","mayu1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2118","maza1293","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","?"
"2153","meny1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?"
"2159","meri1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2165","mesm1239","False","False","?","?","?","False","?","True","False","True","False","True","?","?","?","True","False","?","?","?","?","?","?","?","FALSE","FALSE","Neither"
"2172","mezq1235","True","False","False","False","False","False","False","False","False","False","False","?","False","False","vigesimal","False","True","False","TRUE","?","one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","TreeInBark"
"2175","mian1254","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2180","mido1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2184","miji1239","?","False","False","?","?","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","?"
"2186","mika1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?"
"2187","mikm1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2203","mish1244","False","False","?","?","?","False","?","False","False","False","True","True","?","?","?","False","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"2206","misk1235","?","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","TreeInBark"
"2211","mixe1288","False","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","Neither"
"2213","miya1259","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?","?","?","?","?"
"2214","miya1266","False","False","?","?","?","?","?","?","False","?","False","False","?","?","?","True","True","?","?","?","?","?","?","?","?","FALSE","Neither"
"2221","moco1246","True","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2222","mode1248","True","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","?","?","False","TRUE","TRUE","first, second, three-th","logical meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"2223","moer1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2225","mogh1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2227","moha1256","True","False","?","?","False","True","?","True","False","False","True","?","False","?","?","?","?","?","?","?","?","?","TRUE","FALSE","TRUE","FALSE","?"
"2228","moha1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"2234","moks1248","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","True","?","TRUE","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"2239","momb1254","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"2241","mond1267","True","True","False","False","True","?","?","True","False","False","False","?","?","True","?","True","True","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"2242","mong1330","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","FALSE","FALSE","?","?","?"
"2244","mong1332","False","False","?","False","True","False","True","False","False","False","?","?","False","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2256","more1258","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","True","?","?","?","?","?","?","?","?","FALSE","?"
"2267","mose1249","True","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"2268","mosi1248","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2272","moun1252","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2273","movi1243","True","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2283","mudb1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"2287","muin1242","?","True","?","?","?","False","?","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2303","muni1257","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","True","False","?","?","?","?","?","?","?","?","FALSE","?"
"2309","muri1260","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2310","murl1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","TRUE","FALSE","?"
"2311","murr1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","FALSE","TRUE",NA,NA,"?"
"2313","muru1266","?","False","False","?","?","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"2315","muru1274","?","False","?","?","False","False","?","?","False","?","?","?","False","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2316","musa1265","False","True","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2318","muse1242","False","False","?","?","?","False","?","True","False","False","False","True","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","TreeInBark"
"2324","muya1239","False","False","?","False","True","?","True","False","False","False","False","False","?","False","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2328","mwag1236","True","True","?","?","?","False","?","True","False","False","False","True","?","?","?","False","False","False","TRUE","?","one-th, two-th, three-th","?","TRUE","FALSE","?","TRUE","Neither"
"2334","mzie1235","False","True","?","?","?","?","True","False","False","?","?","?","?","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2335","naaa1244","True","False","?","False","True","?","False","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?"
"2340","naga1398","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2350","nake1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2354","nama1264","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","False","TRUE","?","first, two-th, three-th","?","?","?","?","?","?"
"2359","nana1257","True","False","False","True","False","?","True","False","False","False","False","?","False","False","?","False","False","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"2365","nang1261","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"2378","naro1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2381","narr1259","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","?","?"
"2386","natc1249","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither"
"2393","nava1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","False","True","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","TRUE","?","?","?"
"2411","nede1245","?","False","?","False","True","False","?","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","TreeInBark"
"2419","nene1249","True","False","False","False","False","False","True","True","False","False","False","?","False","False","decimal","False","False","False","TRUE","TRUE","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"2423","nepa1254","?","True","?","?","False","False","?","?","False","?","False","False","?","False","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2427","nezp1238","False","False","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","?","first, two-th, three-th","?","FALSE","TRUE","FALSE","FALSE","Neither"
"2428","ngaa1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","FALSE","?","FALSE","?"
"2429","ngab1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2432","ngal1291","?","False","False","?","False","False","True","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"2435","ngam1282","False","False","?","?","?","False","?","False","False","False","False","True","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"2437","ngan1291","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","?","?","TRUE","?","?","TRUE","FALSE","TRUE","FALSE","Neither"
"2438","ngan1295","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","FALSE","FALSE","?","?","?"
"2442","ngar1235","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"2444","ngar1284","False","?","?","?","False","False","?","False","False","False","?","?","?","?","?","?","?",NA,"?","?","?","?","?","FALSE","FALSE","FALSE","?"
"2450","ngas1240","False","False","?","?","?","?","?","False","False","False","False","True","?","?","?","True","False","False","?","?","?","?","?","?","FALSE","FALSE","Neither"
"2457","nggw1242","False","False","?","?","?","True","?","?","False","?","False","False","?","?","?","False","True","?","?","?","?","?","?","?","?","?","Neither"
"2461","ngiz1242","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","FALSE","?","TreeInBark"
"2488","nimo1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2489","nina1238","True","False","?","?","False","?","?","False","False","False","?","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","BarkAndSkin"
"2492","nise1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2496","niva1238","False","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2503","nobo1238","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2504","noct1238","False","?","False","?","False","?","True","?","False","?","?","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"2505","noga1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","TRUE","?","first/one-th, two-th, three-th","?","TRUE","FALSE","?","?","?"
"2512","nort1550","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2515","nort2641","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","True","False","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","TRUE","FALSE","Neither"
"2517","nort2646","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","True","True","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"2521","nort2690","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2522","nort2697","False","False","False","True","False","False","False","False","False","False","False","?","False","False","?","False","False","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2528","nort2725","False","False","?","?","False","?","True","?","False","?","?","?","?","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2534","nort2747","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","True","True","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"2535","nort2749","?","?","?","True","True","False","False","?","False","?","False","True","?","False","?","True","True","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"2537","nort2770","True","False","?","?","?","False","?","False","False","False","False","True","?","?","?","False","False","?","?","?","?","?","?","?","FALSE","FALSE","Neither"
"2556","nort2938","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2559","nort2943","True","False","?","?","False","False","?","False","False","?","False","?","False","?","?","?","?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","?"
"2560","nort2952","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","FALSE","FALSE","?","?","?"
"2561","nort2957","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2564","nort2968","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither"
"2565","nort2972","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"2574","nort3298","True","False","?","False","True","?","False","True","False","False","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"2575","norw1258","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","?","TRUE","?","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2583","nucl1235","False","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","False","True","False","TRUE","TRUE","first, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2587","nucl1302","False","False","?","?","False","False","?","False","False","False","False","?","False","?","vigesimal","?","?","False","TRUE","TRUE","first, two-th, three-th","logical meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"2588","nucl1305","True","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","?","?","?","TRUE","TRUE","first/one-th, two-th, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
